CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pothepalli B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gundupalem B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Mpm Fort B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Tummalacheruvu B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pesaramilli B.O,521332,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Penjendra B.O,521356,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nagavaram B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vemavaram B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Arthamuru B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kakarlamudi B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Akulamannadu B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Palankipadu B.O,521158,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Daggumilli(Z) B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Jujjuvaram B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kondiparru B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kurumaddali B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Serinarasannapalem B.O,521105,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6200000,80.9600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Arugolanu B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5700000,80.9600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kakulapadu B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5900000,80.9800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Puttagunta B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,80.9600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Balive B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8100000,81.0100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chintalavalli B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8400000,80.9200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ellapuram B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8400000,80.9900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gopavaram B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8200000,80.9700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Katrenipadu B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7900000,80.9500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Akkireddygudem B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8900000,80.9100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chekkapalli B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8800000,80.9400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chittapur B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9300000,80.8700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Digavalli B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8700000,80.8500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chatrai B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9900000,80.8600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinnampet B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0700000,80.8800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Annaraopet B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8900000,80.7600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chandrupatla B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9700000,80.7600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Amudalapalli B.O,521312,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,80.9000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Garapadu B.O,521312,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,80.9100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Koyyagurapadu B.O,521312,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,80.9200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ponukumadu B.O,521312,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,80.8900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tukkuluru B.O,521111,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7800000,80.8900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Sitaramapuram B.O,521105,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6790000,80.9590000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lankapalli Agraharam B.O,521311,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,80.8900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pothureddipalli B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8100000,80.8700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Somavaram B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9300000,80.9100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gudipadu B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0300000,80.8200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Janardhanavaram B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9700000,80.8600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kalagara B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0100000,80.7600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Polavaram B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9800000,80.9100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Muchinapalli B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9550000,80.7208000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Reddigudem B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8700000,80.7300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tatakuntla B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9600000,80.8000000
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pasumarru B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Perisepalli B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Mamidikolla B.O,521356,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kavipuram B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Nemali B.O,521401,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0667930,80.3935660
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Satyalapadu B.O,521401,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9915070,80.4857730
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bandarugudem B.O,521109,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6185030,80.8654200
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kongamcherla B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chennuru B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chevendra B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chittipalem B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,K.P.Lock B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Rimmanapudi B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kummaripalem B.O,521130,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Venaktapuram B.O,521130,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Ayyanki B.O,521138,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Ramannapet B.O,521162,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kanuru B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Karagraharam B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Mekavanipalem B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Chinnapuram B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kanchadam B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nandamuru B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Penumalli B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Satulru B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ravicherla B.O,521202,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7400000,80.8300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Annavaram B.O,521202,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7847280,80.8498670
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Billanapalli B.O,521111,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7100000,80.9500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Morsapudi B.O,521111,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7477000,80.8952300
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Devaragunta B.O,521111,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7600000,80.9100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bapulapadu B.O,521105,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.6500000,80.9600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Koyyuru B.O,521105,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6800000,80.9900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Madicherla B.O,521105,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7400000,80.9800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nandamuru B.O,521311,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4500000,80.8600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Aripirala B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5400000,80.9800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedalingala B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,80.9400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ramannagudem B.O,521106,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5900000,81.0100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Korlagunta B.O,521207,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8200000,80.8900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gudipadu B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8790400,80.9648400
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kondaparva B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9100000,80.8300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tummagudem B.O,521213,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9409000,80.8927000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Krishnaraopalem B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0600000,80.8000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pothanapalli B.O,521214,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0200000,80.9000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Jagannadhapuram B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8600000,80.7300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kunaparajaparva B.O,521215,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9100000,80.7200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Velinuthala B.O,521312,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,80.8600000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gosavedu B.O,521403,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9348610,80.4834470
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nali B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedakammavaripalem B.O,521120,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Uruturu B.O,521157,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Inampudi B.O,521138,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pedapatnam B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Pothireddipalem B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Yadlavanipalem B.O,521002,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Gilakaladindi B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Kammavaricheruvu B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vadapalem B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Rudravaram B.O,521003,BO,Delivery,KRISHNA,ANDHRA PRADESH,15.24239,78.604405
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Venturumilli B.O,521332,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Daggumailli B.O,521356,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vadlamannadu B.O,521331,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Jinjeru B.O,521369,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanumuru B.O,521403,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9995210,80.5199110
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chintalanerva B.O,521401,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0025490,80.4704530
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Sanagapadu B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8202740,80.2312120
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vemulapalli B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6774960,80.3424770
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chandapuram B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7830210,80.3525600
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ramireddipalli B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7634810,80.3172300
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Rudravaram B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7963000,80.3661000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Somavaram B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8346300,80.3423640
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Torragudipadu B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8311400,80.3428770
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Venkatapuram B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8413400,80.2646410
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Singavaram B.O,521190,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9261350,80.2059950
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bhadrirajupalem B.O,521163,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3321240,80.7941840
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vemulanarva B.O,521402,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9921040,80.2812020
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Choragudi B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2424150,80.8747280
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Krishnapuram B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2558470,80.8683770
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pamidimukkala B.O,521250,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2798310,80.8665020
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Borrapothupalem B.O,521366,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jupudi B.O,521456,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5642610,80.2556420
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ketanakonda B.O,521456,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6177780,80.4579560
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kotikalapudi B.O,521456,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6020170,80.4625080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Garikiparru B.O,521165,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3453900,80.8304970
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Buthumillipadu B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8562340,80.6523560
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Purushothapatnam B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5602080,80.7698460
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Roynagar B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5449,80.8058
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Lime Stone Town Ship B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8744190,80.0892640
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Nadakuduru B.O,521126,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Vakkalagadda B.O,521126,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Machilipatnam Division,Edlalanka B.O,521122,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Malkapuram B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8965320,80.9523650
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Shermohammadpet B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9244120,80.0938030
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Srinivasa Nagar Colony B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9856350,80.8965930
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Takkellapadu B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6895230,80.7856940
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gottumukkala B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6981110,80.4081730
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Moguluru B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6371160,80.3382460
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Munnaluru B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6240810,80.3357960
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ponnavaram B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7161900,80.8111500
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gani Atkuru B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6156770,80.3922320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kalavapamula B.O,521164,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4392650,80.8791810
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ramachandrapuram B.O,521226,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8734230,80.6384140
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ambedkarnagar B.O,521165,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.3612180,80.8296320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Iluru B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2661270,80.8298320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Madhurapuram B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2767970,80.8246820
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Patamatalankapalli B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2216290,80.8445950
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,China Nandigama B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7265350,80.6557890
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Koduru B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7265350,80.6806890
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Morusumilli B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8526680,80.5756290
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chandrgudem B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8042240,80.6287320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Naguluru B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7892200,80.7237890
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pondugula B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7729470,80.6172240
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Konduru B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7715000,80.2838000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Azzampudi B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5236440,80.8070310
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bahubalendrunigudem B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5713140,80.7918190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gannavaram Centre B.O,521101,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.5255260,80.7939270
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Anumanchipalli B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9235860,80.8562950
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kontalapalli B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8956980,80.8853690
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Narasimharaopalem B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7236030,80.4236640
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jammavaram B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7365290,80.3665610
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Paritala B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6601740,80.4085823
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Hanumanthapuram B.O,521246,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3033240,80.8833830
