CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chavutapalli B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0413700,80.6014190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kakarla B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0559990,80.6331760
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kavuluru B.O,521228,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6330730,80.5781470
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kattubadipalem BO,521228,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6521240,80.5637590
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vedadri B.O,521457,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7997860,80.1482570
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gurazada B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3597980,80.8782080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanumuru B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3398260,80.9021550
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Saipuram B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3392360,80.9020090
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Srirangapuram B.O,521247,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.2212170,80.8633060
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chintalapadu B.O,521183,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6576030,80.2769820
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Eturu B.O,521183,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6308980,80.2962510
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Guttavaripalem B.O,521183,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6302190,80.2961320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Thotaravulapadu B.O,521183,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6775310,80.2793290
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pulluru B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8354510,80.6362380
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Cheruvukommupalem B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7822710,80.3512890
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Allapuram B.O,521101,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5422760,80.8348370
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ramapuram B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5500000,18.0100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tummalapalli B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.0100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Achavaram B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.1900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mulaupparagudem B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.3400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Santhoshapuram B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4700000,81.3300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tamarakollu B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,81.2100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vemavarappadu B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.2200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chigurukota B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,816.4830000,81.1850000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chowtapalli B.O,521323,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,81.0400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Koduru B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,81.0800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Komarru B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.1600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lingala B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4700000,81.1500000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Balusupadu B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9216020,80.0461310
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gandrai B.O,521175,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9720990,80.1186430
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chennaraopalem B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7449740,80.4712140
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gudem Madhavaram B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7675600,80.5132200
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Peddapuram B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7918930,80.4529480
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vellanki B.O,521181,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7704440,80.3706120
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jaccampudi B.O,520012,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.7569230,80.6598320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chevitikallu B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6177520,80.3590320
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Damuluru B.O,521180,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6053030,80.4112860
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanuru B.O,520007,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.4950400,80.6885820
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Krishnanagar B.O,520007,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.4917650,80.6555390
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Manthena B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4866670,80.7985070
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Proddutur B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4072170,80.7733300
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vanukuru B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4412710,80.7356610
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Punadipadu B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4433090,80.7757010
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Royyur B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3922640,80.7396520
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Enikepadu B.O,521108,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5109150,80.7010000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pedapulipaka B.O,521134,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4619450,80.6870950
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Repudi B.O,521226,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9572880,80.6962110
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Krishnaraopalem,521226,BO,Delivery,KRISHNA,ANDHRA PRADESH,NA,NA
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chinaogirala B.O,521245,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3771840,80.8244310
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kotha Edara B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7268480,80.7603590
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Wambay Colony BO,520015,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5392610,80.6506480
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bandipalem B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8193900,80.1863270
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bhimavaram B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6424760,80.2304630
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gowravaram B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8575460,80.1955090
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Atkuru B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5647750,80.8528580
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chevutur B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6949710,80.5964160
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Duggiralapadu B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7662570,80.5055200
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ganginenipalem B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7483570,80.5487520
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vellaturu B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.1155400,80.8110450
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedakamanapudi B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.1600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kottada B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6030000,81.3450000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Penchikalamarru B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5900000,81.3200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Seetanapalli B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5500000,81.2800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vadarlapadu B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5700000,81.2600000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Koduru B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9751130,80.6149880
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Putrela B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0259120,80.7157440
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gollamandala B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9838580,80.6714720
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Rudravaram B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8748540,80.6617570
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vallampatla B.O,521227,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9622740,80.6950510
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ilaprolu B.O,521228,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6024410,80.5577900
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pinapaka B.O,521228,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6589350,80.5759090
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jayanthipuram B.O,521457,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8296920,80.1525490
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Velpuru B.O,521256,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3332780,80.8912790
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Guruvindapalli B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2876600,80.8242610
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Inapur B.O,521247,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.2488230,80.8335220
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Turlapadu B.O,521183,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6573250,80.2763690
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Savaragudem B.O,521107,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5361960,80.7275690
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Chandrala B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7655850,80.7034140
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Venkatapuram B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8503090,80.5503250
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vasanthanagar B.O,520007,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,80.7079930,16.4833430
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Edupugallu B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4585350,80.7494210
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Godavarru B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3768420,80.6959930
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Uppaluru B.O,521151,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4851230,80.7757010
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gudavalli B.O,521104,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5104550,80.7475480
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Velpuru B.O,521104,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4961650,80.7575080
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ramakrishnapuram BO,520003,BO,Non Delivery,KRISHNA,ANDHRA PRADESH,16.4811120,80.6179580
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Sagguru B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6593910,80.8349030
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Seetharampuram B.O,521211,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7580400,80.7834040
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Zakkulanekkalam B.O,521102,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5385050,80.7461690
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Popuru B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6300000,80.2600000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Vibharintapadu B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6443740,80.1937850
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Bobbellapadu B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7222500,80.2251220
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kasarabad B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6725470,80.1595070
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Punnavalli B.O,521182,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6317090,80.2345760
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Mangollu B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.9460640,80.1430530
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pochampalli B.O,521178,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8300000,80.1900000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Velagaleru B.O,521229,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6513670,80.6142600
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinatummidi B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3800000,81.2300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Korraguntapalem B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4500000,81.1800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedatummidi B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4000000,81.2300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Singarayapalem B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,81.1500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Addada B.O,521390,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3600000,80.9800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gunnanapudi B.O,521326,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,81.1000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ingilipakalanka B.O,521326,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5470000,81.1260000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nandigamalanka B.O,521326,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5700000,81.1300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Dandiganapudi B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,81.0400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lingavaram B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.0000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Polukonda B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.0800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ponukumada B.O,521327,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5200000,81.0600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Bhushanagulla B.O,521263,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,80.9700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedaparupudi B.O,521263,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,80.9500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinayerukapadu B.O,521322,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,81.0000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Komaravolu B.O,521322,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3700000,80.9800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tativarru B.O,521322,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3900000,80.9700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Dosapadu B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4700000,80.9500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ilaparru B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5600000,81.0600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kudaravalli B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5600000,81.0300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Atapaka B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5600000,81.2300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Konduru B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7900000,80.2300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Tadinada B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5477441,81.3235412
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Varahapatnam B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5400000,81.2500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kondangi B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5000000,81.3400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Lodidalanka B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.3000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Alluru B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4500000,81.2200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Korlapadu B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,81.1600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Mokasakalvapudi B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,81.1400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Prathipadu B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5400000,81.1700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vadali B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.1300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vanapumala B.O,521263,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,80.9300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Boruvancha B.O,521202,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7600000,80.8400000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Ganapavaram B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7394600,80.6892060
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Tolukodu B.O,521230,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8352360,80.6361260
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Gollamudi B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7827390,80.3514820
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Enamadala B.O,521202,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7900000,80.8000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Nidamarru B.O,521324,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3600000,81.4300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pendurru B.O,521324,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3800000,81.2900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinaparupudi B.O,521148,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3900000,80.9200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gandhi Asramam B.O,521322,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3800000,81.0000000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Moparru B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,80.9400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pedavirivada B.O,521321,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5395000,81.0400000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chavalipadu B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5500000,81.1900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Gopavaram B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.8200000,80.9700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Kallapalem B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,81.2700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,China Tadinada B.O,521333,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5031483,81.2876611
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Pothumarru B.O,521344,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5300000,81.3100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Devapudi B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4500000,81.2100000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Sanarudravaram B.O,521343,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5000000,81.2600000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Ayyavarirudravaram B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5100000,81.1800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Perekegudem B.O,521345,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4900000,81.1500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Dondapadu B.O,521323,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4600000,81.0300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Serigolvepalli B.O,521323,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4800000,81.0700000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Chinapalaparru B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.0900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,K.P.Agraharam B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4400000,81.0800000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Sankarshanapuram B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3900000,81.0900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vinnakota B.O,521325,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.3700000,81.0900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Appikatla B.O,521261,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4100000,80.9200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Alapadu R.S. B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5800000,81.3200000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Doddipatla B.O,521340,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5600000,81.2900000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Utukuru B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,17.0200000,80.4300000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vaivaka B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.2500000
Andhra Pradesh Circle,Vijayawada Region,Gudivada Division,Vanudurru B.O,521329,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.4300000,81.2000000
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Jonnalagadda B.O,521184,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7367650,80.3026850
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kanchala B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7032260,80.2976700
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Kethaveerunipadu B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.7031310,80.2921400
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pendyala B.O,521185,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6976360,80.3126050
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Adavinekkalam B.O,521212,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.6321750,80.7226190
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Pathapadu B.O,521212,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5774550,80.8661520
Andhra Pradesh Circle,Vijayawada Region,Vijayawada Division,Surampalli B.O,521212,BO,Delivery,KRISHNA,ANDHRA PRADESH,16.5937800,80.7221470
